11,1,437269,42773,DONE
1,0,6380030,42714,DONE
2,0,5038289,42408,DONE
100,1,5510082,42672,DONE
19,0,5294525,42662,DONE
69,0,3708019,42423,DONE
66,0,1978317,42811,DONE
86,1,4532260,42519,COMPLETED
70,0,9938503,42438,DONE
3,1,7853730,42501,DONE
7,1,4984030,42598,DONE
55,0,9014229,42481,COMPLETED
79,1,9027186,42599,DONE
92,0,4333218,42395,DONE
97,1,4186662,42690,DONE
85,1,8232419,42431,DONE
83,0,7319106,42634,COMPLETED
35,1,4830488,42583,DONE
95,1,8072087,42710,COMPLETED
88,1,7258513,42559,COMPLETED
7,1,5435093,42575,COMPLETED
95,1,7451410,42519,DONE
6,0,6278052,42790,COMPLETED
94,1,9839166,42400,COMPLETED
17,0,681876,42675,DONE
50,1,6823758,42403,DONE
6,1,2025223,42646,COMPLETED
9,1,4144897,42753,COMPLETED
61,1,8284006,42789,COMPLETED
15,0,6447778,42704,DONE
58,1,8012924,42711,COMPLETED
89,1,3073102,42371,DONE
58,1,8760800,42496,DONE
83,0,4293874,42450,DONE
40,0,4854455,42551,DONE
89,0,4102174,42460,COMPLETED
85,1,9920665,42476,DONE
18,1,3356016,42681,DONE
37,1,7944096,42410,DONE
43,0,492000,42426,DONE
38,1,4164271,42539,DONE
93,0,497186,42744,COMPLETED
56,1,2086087,42790,DONE
40,1,3760967,42618,COMPLETED
80,1,9482046,42519,COMPLETED
58,1,4883459,42425,COMPLETED
43,0,6058746,42777,COMPLETED
97,0,6773941,42668,COMPLETED
91,0,3999298,42651,COMPLETED
73,1,7135850,42434,COMPLETED
36,1,6054118,42565,DONE
22,1,2971372,42789,COMPLETED
70,1,9837313,42815,DONE
1,0,6393850,42536,COMPLETED
97,0,3187616,42799,COMPLETED
21,1,2098812,42545,COMPLETED
60,0,5028328,42772,DONE
33,1,2543773,42812,COMPLETED
80,0,1117583,42465,DONE
90,1,5387453,42816,COMPLETED
22,0,678585,42402,COMPLETED
8,0,9032334,42501,DONE
71,0,2063859,42818,COMPLETED
86,0,5442398,42600,COMPLETED
53,0,10198,42757,COMPLETED
68,0,3832273,42552,DONE
90,0,2562588,42649,COMPLETED
31,0,8833609,42644,DONE
82,1,9682924,42674,DONE
34,1,9812660,42599,COMPLETED
15,0,5159727,42678,COMPLETED
62,1,6111419,42435,DONE
1,1,1090088,42777,DONE
18,0,3549969,42617,DONE
83,1,4788200,42605,COMPLETED
38,1,8826553,42790,DONE
70,0,5727511,42703,DONE
39,0,3614712,42392,DONE
89,0,9075764,42737,DONE
21,1,952243,42780,DONE
28,0,3455328,42765,DONE
88,1,7300442,42382,DONE
20,1,9740559,42446,DONE
62,0,6401637,42594,COMPLETED
49,1,3155921,42405,COMPLETED
51,0,7870308,42613,DONE
29,0,7685539,42598,COMPLETED
68,1,8398855,42742,COMPLETED
87,0,9951523,42652,COMPLETED
5,1,161868,42573,COMPLETED
75,0,3056573,42554,DONE
30,1,8431718,42430,COMPLETED
44,0,9547628,42381,DONE
30,0,9472101,42669,DONE
55,1,5084959,42650,COMPLETED
96,0,7398846,42686,DONE
49,1,8332666,42559,COMPLETED
59,0,31499,42746,DONE
69,0,8681593,42791,DONE
19,0,8075450,42537,COMPLETED
98,1,9742353,42381,COMPLETED
1,1,7532743,42480,DONE
21,1,5466879,42734,DONE
25,0,3606894,42565,COMPLETED
64,1,8682976,42570,DONE
20,0,1929077,42568,DONE
27,1,1593770,42471,COMPLETED
68,1,3937720,42516,COMPLETED
55,0,801258,42682,DONE
23,0,5174714,42786,DONE
43,0,2769025,42590,DONE
54,0,8780912,42746,DONE
30,1,3496326,42768,DONE
98,1,7615427,42603,COMPLETED
57,1,9884179,42550,DONE
6,0,5754145,42626,DONE
76,1,8843801,42589,DONE
41,0,3085325,42398,COMPLETED
66,1,3392245,42708,DONE
44,0,1274413,42710,COMPLETED
74,1,1214380,42614,DONE
48,0,6754729,42702,COMPLETED
19,0,6993734,42674,COMPLETED
42,1,584179,42620,DONE
53,1,2873716,42383,COMPLETED
50,0,4030104,42451,COMPLETED
66,1,3468118,42638,DONE
13,1,4594964,42427,DONE
49,0,7445193,42379,DONE
2,0,3677211,42385,DONE
22,0,1450556,42443,COMPLETED
91,1,7753506,42452,DONE
98,0,5187201,42717,DONE
6,1,8309397,42405,DONE
27,1,2528070,42521,DONE
48,1,5032976,42631,DONE
75,1,6517801,42779,COMPLETED
10,0,8000853,42663,COMPLETED
69,0,6532123,42583,COMPLETED
8,1,7037119,42503,COMPLETED
56,0,7756276,42402,DONE
51,0,7232389,42611,DONE
37,1,611431,42450,COMPLETED
25,1,5402764,42704,DONE
32,1,181226,42649,COMPLETED
89,1,4111220,42644,COMPLETED
49,0,7098685,42776,COMPLETED
26,1,3255288,42780,COMPLETED
13,1,4701277,42799,DONE
80,0,3288232,42454,DONE
64,0,2480501,42429,COMPLETED
53,1,2492387,42414,DONE
36,0,6903830,42586,DONE
44,0,609288,42711,COMPLETED
21,0,5504675,42593,COMPLETED
82,0,8873044,42512,COMPLETED
88,0,5707720,42802,COMPLETED
14,1,7256403,42481,COMPLETED
66,1,5382416,42428,COMPLETED
24,0,4647950,42641,COMPLETED
68,0,6679321,42657,COMPLETED
87,1,6978023,42765,COMPLETED
46,1,7415040,42561,DONE
1,1,102149,42823,COMPLETED
63,0,7431510,42469,COMPLETED
12,1,680017,42556,COMPLETED
92,1,1048147,42392,COMPLETED
1,1,2450556,42526,DONE
52,0,1529023,42622,DONE
86,0,4592008,42457,DONE
65,0,9412583,42781,DONE
37,1,2057313,42752,DONE
55,0,5431060,42482,COMPLETED
88,0,2472709,42725,COMPLETED
59,1,8805000,42430,DONE
81,0,8506099,42520,DONE
85,0,531577,42672,DONE
91,1,853055,42452,COMPLETED
76,1,7151093,42795,COMPLETED
33,0,7478958,42747,COMPLETED
39,0,8197246,42734,COMPLETED
97,1,2736408,42429,DONE
94,0,5269008,42665,DONE
6,1,9975995,42793,DONE
45,1,5166290,42642,DONE
47,1,4171142,42672,DONE
5,0,5761341,42406,DONE
9,1,9433495,42575,COMPLETED
12,0,102555,42754,DONE
82,0,3009933,42409,DONE
48,1,5467901,42475,COMPLETED
43,0,382904,42437,DONE
51,1,72555,42567,DONE
52,0,9062507,42643,COMPLETED
77,1,5625257,42558,COMPLETED
89,1,3889558,42596,DONE
32,0,7319416,42425,DONE
91,1,1981441,42581,DONE
87,0,9173995,42806,COMPLETED
28,1,9455039,42489,COMPLETED
11,1,3049583,42445,COMPLETED
30,1,2883527,42800,COMPLETED
4,1,3825332,42689,COMPLETED
5,1,2485099,42596,COMPLETED
48,1,9953926,42661,DONE
6,0,5144867,42519,DONE
60,0,9624609,42402,DONE
84,0,9383782,42667,DONE
74,0,9628962,42456,DONE
61,0,8438497,42494,COMPLETED
40,1,7193903,42659,DONE
92,0,3193283,42488,COMPLETED
54,1,4784881,42640,DONE
21,0,515333,42516,COMPLETED
58,0,7245188,42772,COMPLETED
17,0,7117238,42742,DONE
5,1,7807193,42605,DONE
32,0,7321543,42494,DONE
29,1,4051990,42651,COMPLETED
14,0,7542482,42702,COMPLETED
40,1,1629300,42504,DONE
63,1,8960630,42761,COMPLETED
47,0,5053726,42618,COMPLETED
27,1,9391901,42560,COMPLETED
32,0,466416,42447,DONE
55,0,1682060,42724,COMPLETED
62,0,4918911,42497,DONE
84,1,2645111,42634,COMPLETED
60,1,4115054,42410,COMPLETED
92,1,689677,42690,DONE
35,0,6789531,42413,DONE
40,0,2664193,42436,COMPLETED
40,0,8313677,42395,COMPLETED
9,1,7480671,42772,DONE
22,1,4598191,42708,DONE
88,0,3593142,42736,COMPLETED
41,1,5401253,42563,DONE
33,1,1218789,42637,DONE
83,1,1103410,42712,DONE
98,0,4923437,42734,COMPLETED
68,0,1962758,42627,DONE
16,0,2390692,42439,COMPLETED
51,0,4224832,42781,DONE
19,1,4360007,42582,COMPLETED
44,0,5677784,42820,DONE
28,1,5335634,42822,COMPLETED
6,0,417923,42519,DONE
76,0,2517364,42724,COMPLETED
13,1,5085973,42669,DONE
59,0,7096285,42471,COMPLETED
27,1,5917186,42685,COMPLETED
69,0,7245503,42784,DONE
62,1,4475189,42820,COMPLETED
62,0,452620,42629,COMPLETED
7,1,316723,42436,DONE
100,0,8128587,42693,DONE
31,0,9560093,42809,COMPLETED
24,0,8872532,42699,COMPLETED
39,1,6138085,42587,COMPLETED
100,1,5171436,42602,DONE
22,0,6283809,42642,DONE
77,1,8424348,42560,DONE
19,1,612535,42565,COMPLETED
60,1,3885144,42651,COMPLETED
27,1,2255223,42570,DONE
34,0,6436583,42623,DONE
94,1,7214395,42701,DONE
7,1,2898890,42659,DONE
23,1,265922,42677,COMPLETED
41,0,6251983,42737,COMPLETED
96,0,5370138,42768,COMPLETED
67,1,3194767,42570,DONE
49,1,6571500,42589,COMPLETED
18,0,4705982,42459,DONE
35,0,8578550,42492,DONE
8,1,5514967,42374,COMPLETED
84,0,267639,42442,COMPLETED
84,0,3312349,42752,DONE
59,0,8536936,42737,DONE
73,0,273081,42678,COMPLETED
90,1,1371895,42800,COMPLETED
97,0,4816514,42687,COMPLETED
10,0,6598750,42693,DONE
36,1,1472766,42489,DONE
98,0,5939538,42561,DONE
50,0,7720068,42597,COMPLETED
32,0,1227434,42372,DONE
15,0,3349405,42793,DONE
55,1,5944263,42628,COMPLETED
84,0,8683895,42745,DONE
72,1,2746614,42648,COMPLETED
64,1,1349973,42602,DONE
69,1,6925242,42469,DONE
68,1,4675616,42772,COMPLETED
53,1,4999646,42713,DONE
46,1,4527388,42702,COMPLETED
8,1,1050796,42479,COMPLETED
11,1,3295161,42770,DONE
97,0,4427337,42802,COMPLETED
57,0,3665240,42563,DONE
36,0,7460258,42627,COMPLETED
3,1,5414994,42388,COMPLETED
76,0,7323857,42419,COMPLETED
6,0,3774756,42533,COMPLETED
58,1,9921929,42502,DONE
54,0,2474337,42433,DONE
29,1,2301176,42620,COMPLETED
14,0,7296634,42409,COMPLETED
56,1,8042202,42805,COMPLETED
100,1,4648326,42380,COMPLETED
56,0,6227807,42388,COMPLETED
59,1,5967874,42661,DONE
21,0,1338849,42819,COMPLETED
92,1,7715743,42520,COMPLETED
66,0,6422598,42809,COMPLETED
85,0,5601213,42638,COMPLETED
24,0,4062542,42408,COMPLETED
72,0,7942186,42381,COMPLETED
82,1,7756193,42460,COMPLETED
61,1,7017841,42629,COMPLETED
84,1,3205755,42440,COMPLETED
21,0,3333346,42520,DONE
39,0,7824280,42423,DONE
72,1,4051687,42567,DONE
30,1,3862854,42817,DONE
92,0,5736930,42381,DONE
82,1,7254748,42573,DONE
52,0,9960057,42598,COMPLETED
38,0,3892927,42669,COMPLETED
3,1,8621746,42601,COMPLETED
30,0,2694073,42644,COMPLETED
16,0,2576380,42776,COMPLETED
76,0,6155832,42629,DONE
91,1,963988,42433,DONE
60,1,6053467,42588,DONE
4,1,9630881,42646,DONE
63,1,8391325,42472,COMPLETED
33,1,9549459,42730,COMPLETED
20,1,401761,42638,COMPLETED
54,0,6652170,42603,DONE
89,0,5214975,42757,DONE
48,1,3110125,42747,COMPLETED
6,1,4347783,42449,DONE
62,1,8346350,42493,COMPLETED
24,1,399976,42521,COMPLETED
31,1,2047545,42370,COMPLETED
60,1,9094026,42644,COMPLETED
8,1,8042323,42768,COMPLETED
38,1,4176976,42505,COMPLETED
39,0,8985132,42530,DONE
60,1,2181733,42691,DONE
12,0,33249,42687,DONE
6,0,5220253,42739,DONE
92,0,6778558,42675,COMPLETED
4,1,5607858,42404,COMPLETED
89,0,7979643,42738,DONE
29,0,1536794,42809,COMPLETED
76,0,7083165,42448,COMPLETED
58,1,1280257,42436,COMPLETED
9,1,8017849,42799,DONE
28,1,6513376,42436,COMPLETED
96,0,2223301,42682,COMPLETED
13,1,4020982,42815,COMPLETED
24,1,5517247,42560,COMPLETED
42,0,1512939,42725,DONE
53,1,2064046,42728,DONE
15,0,2085470,42802,COMPLETED
23,0,9723579,42620,COMPLETED
89,0,7186114,42575,COMPLETED
9,1,7104002,42611,DONE
50,0,9060118,42378,DONE
42,1,235153,42478,COMPLETED
70,0,3795977,42700,COMPLETED
25,0,2020578,42404,DONE
24,0,7844898,42625,COMPLETED
13,0,9188034,42645,DONE
11,0,401413,42778,COMPLETED
93,1,1265912,42742,COMPLETED
13,0,2275098,42735,DONE
79,1,3202041,42754,COMPLETED
39,0,5347839,42781,COMPLETED
68,1,4417149,42590,DONE
6,0,461863,42471,COMPLETED
26,1,5384654,42798,COMPLETED
33,1,9658517,42407,DONE
16,1,3634368,42489,DONE
60,1,8400696,42736,DONE
93,1,5518130,42661,COMPLETED
8,1,5965279,42802,DONE
98,1,8020752,42460,COMPLETED
98,0,986866,42623,DONE
16,1,413294,42533,COMPLETED
68,1,5115256,42804,DONE
46,0,971061,42496,DONE
1,0,6382694,42740,DONE
84,0,8304694,42641,DONE
67,1,665895,42663,COMPLETED
3,1,9190292,42695,COMPLETED
78,1,376009,42406,DONE
31,1,3809092,42757,DONE
96,0,7449865,42564,DONE
77,0,754269,42481,COMPLETED
55,0,6625047,42440,DONE
5,0,5844546,42746,COMPLETED
53,0,7190203,42673,COMPLETED
46,1,7496527,42674,DONE
95,0,4761499,42438,COMPLETED
91,0,5353324,42686,DONE
87,0,9565718,42825,DONE
64,1,8033079,42421,COMPLETED
27,1,4562588,42679,DONE
61,1,6489019,42807,DONE
30,1,4088088,42655,DONE
8,1,7443127,42566,COMPLETED
81,0,154279,42488,COMPLETED
17,1,2613901,42609,DONE
34,0,4893372,42549,DONE
61,0,2788158,42673,COMPLETED
22,0,6318475,42509,COMPLETED
99,0,753849,42482,DONE
61,0,1751564,42373,COMPLETED
37,1,1639442,42377,DONE
7,0,1815516,42418,COMPLETED
61,1,6639949,42746,DONE
100,0,9536991,42408,DONE
8,1,8455656,42613,COMPLETED
15,1,7994940,42670,DONE
55,1,9860758,42717,COMPLETED
41,0,1119512,42396,COMPLETED
89,0,7247060,42750,DONE
6,1,9826410,42701,COMPLETED
11,0,5091020,42420,COMPLETED
86,1,4299404,42586,DONE
83,0,3986539,42709,COMPLETED
11,1,1066501,42495,DONE
47,1,4216521,42737,DONE
10,1,8880705,42649,DONE
52,0,3575341,42387,COMPLETED
99,1,5473503,42593,DONE
94,1,7212606,42574,DONE
41,1,698816,42487,COMPLETED
43,0,21820,42773,DONE
52,0,8006471,42466,DONE
18,0,8601901,42453,DONE
40,0,7809338,42564,COMPLETED
82,1,1524432,42687,COMPLETED
97,0,2843597,42764,COMPLETED
27,1,6267002,42570,DONE
71,0,1768937,42665,COMPLETED
49,1,758864,42647,DONE
30,0,5889153,42789,DONE
57,0,5074834,42492,COMPLETED
45,0,5753731,42448,COMPLETED
29,1,7237683,42420,DONE
1,1,779501,42719,DONE
97,1,8403756,42593,COMPLETED
92,1,4032626,42620,COMPLETED
87,1,803614,42770,DONE
33,0,8252141,42463,COMPLETED
44,0,9716795,42636,COMPLETED
6,1,2532250,42616,DONE
3,0,2183346,42810,DONE
46,1,6074544,42485,COMPLETED
53,0,9187064,42735,COMPLETED
8,0,8892579,42790,COMPLETED
83,1,8554112,42373,DONE
57,1,1500351,42388,COMPLETED
50,0,7223309,42706,COMPLETED
71,1,2321662,42416,DONE
44,1,3567754,42726,COMPLETED
41,0,5717043,42738,COMPLETED
64,0,29022,42700,COMPLETED
29,0,695684,42609,COMPLETED
47,0,393342,42578,DONE
74,1,8061850,42442,COMPLETED
68,0,5663336,42771,COMPLETED
2,1,9337180,42744,COMPLETED
84,1,8758532,42758,DONE
90,1,2245625,42630,DONE
88,1,7401200,42800,DONE
13,0,3895483,42632,DONE
57,1,8953005,42676,DONE
87,1,7589105,42601,DONE
63,1,7404512,42535,COMPLETED
25,0,9210473,42612,DONE
87,1,8153285,42472,COMPLETED
99,1,6813417,42407,DONE
44,1,4593275,42406,DONE
56,0,3478037,42574,COMPLETED
47,1,9375841,42653,DONE
21,0,3761868,42725,COMPLETED
7,0,8313064,42719,COMPLETED
54,0,8514822,42790,COMPLETED
37,1,7608698,42794,COMPLETED
22,0,596389,42537,COMPLETED
39,1,2277811,42643,COMPLETED
83,1,8284044,42597,DONE
33,1,6136234,42687,COMPLETED
4,1,3453629,42736,COMPLETED
41,1,2986227,42391,COMPLETED
14,1,2976793,42394,DONE
34,1,4798980,42455,DONE
16,0,2991348,42378,COMPLETED
95,1,4379901,42581,COMPLETED
12,1,5755823,42431,COMPLETED
91,0,4656175,42488,COMPLETED
11,0,5759907,42808,COMPLETED
92,1,7666554,42727,COMPLETED
70,1,215820,42555,DONE
50,0,8214462,42602,DONE
85,0,5158210,42800,DONE
53,0,6336682,42719,COMPLETED
51,1,7285045,42638,DONE
68,1,749903,42526,DONE
14,1,4405987,42621,COMPLETED
21,0,4857274,42577,DONE
50,0,1873019,42530,DONE
67,0,6425883,42602,DONE
8,1,6746959,42404,DONE
13,0,5307466,42637,DONE
49,1,1670718,42449,COMPLETED
98,1,1328215,42469,DONE
71,0,4602164,42803,COMPLETED
44,1,328880,42403,DONE
72,1,3824032,42756,COMPLETED
45,1,8412350,42703,DONE
52,0,611165,42536,DONE
52,1,8543873,42769,COMPLETED
58,0,4546926,42421,COMPLETED
75,0,7990788,42741,COMPLETED
30,1,3958275,42609,DONE
2,1,2794953,42411,COMPLETED
74,1,8032328,42430,COMPLETED
67,0,2705661,42688,DONE
81,1,1850588,42696,DONE
100,0,8017123,42687,DONE
53,0,1905067,42819,COMPLETED
88,1,5692649,42454,COMPLETED
78,1,6134834,42443,COMPLETED
23,1,1017657,42792,DONE
7,0,3516843,42568,COMPLETED
45,1,5610603,42675,DONE
34,1,2238156,42463,COMPLETED
36,0,2041564,42569,COMPLETED
15,1,428658,42613,COMPLETED
40,1,9150975,42482,DONE
37,1,8574475,42434,DONE
62,0,400861,42411,COMPLETED
80,1,5234773,42459,DONE
37,0,2169819,42550,COMPLETED
85,0,7925504,42627,COMPLETED
98,1,6936784,42815,COMPLETED
29,0,6294992,42419,COMPLETED
12,1,9280949,42574,COMPLETED
96,0,7164529,42819,COMPLETED
66,0,4227955,42465,DONE
42,1,6234895,42386,DONE
47,0,80714,42400,DONE
55,0,4733030,42521,COMPLETED
19,0,392122,42620,DONE
2,0,5749102,42598,DONE
52,1,4213704,42614,DONE
19,1,6411454,42467,DONE
22,1,7191749,42545,COMPLETED
34,0,2076136,42375,COMPLETED
35,1,415182,42720,COMPLETED
44,1,3324630,42611,DONE
77,0,9522994,42437,COMPLETED
86,1,9025419,42785,COMPLETED
50,0,3731225,42456,COMPLETED
46,1,2975818,42764,DONE
52,1,4627347,42651,COMPLETED
100,0,7611387,42398,DONE
46,0,9067661,42610,DONE
84,1,4579024,42665,COMPLETED
81,1,4824707,42669,COMPLETED
6,1,4887887,42508,COMPLETED
66,0,1772849,42738,COMPLETED
63,0,5761182,42710,DONE
89,1,3309892,42594,COMPLETED
84,1,4540278,42817,COMPLETED
26,0,4139446,42786,COMPLETED
72,0,1359887,42731,DONE
73,0,9796868,42534,DONE
87,1,2440379,42656,COMPLETED
35,1,8192295,42745,COMPLETED
74,1,283016,42382,COMPLETED
18,1,7542651,42520,DONE
6,1,1080965,42612,DONE
1,1,1557045,42703,DONE
35,0,7118140,42375,DONE
35,1,5986516,42516,DONE
71,0,6068082,42636,COMPLETED
